criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Definition of Method Overriding,5,5,1.0,0.18934911242603547,0.17391304347826086,0.11764705882352944,1.9,2.6172504656604803,1.9,0.408248290463863,0.408248290463863,0.4,0.4,0.475,0.6543126164151201,0.0
Comparision,5,5,1.0,0.19512195121951215,0.18181818181818177,0.0625,1.8,2.569046515733026,-1.4,0.2635231383473649,0.0,0.4,0.6,0.45,0.6422616289332564,0.0
Example / Application,13,13,1.0,0.3157894736842105,0.3157894736842106,0.3157894736842106,0.9230769230769231,1.9215378456610457,-0.9230769230769231,0.4330127018922193,0.43301270189221935,0.7692307692307693,0.7692307692307693,0.23076923076923078,0.4803844614152614,0.0
Definition of Data Mining,8,8,1.0,0.35593220338983056,0.25,0.11111111111111116,1.125,1.541103500742244,-0.875,0.4811403776364294,0.4642857142857142,0.375,0.625,0.28125,0.385275875185561,0.0
KDD Process Steps,8,8,1.0,0.4130434782608695,0.34545454545454546,0.2195121951219512,1.125,1.8371173070873836,1.125,0.5428571428571427,0.5135525910130955,0.5,0.75,0.28125,0.4592793267718459,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.11926605504587151,0.11111111111111116,0.0,1.25,1.7320508075688772,0.25,0.12158031116642799,0.15789473684210528,0.25,0.75,0.3125,0.4330127018922193,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.15189873417721522,0.017094017094017144,-0.0714285714285714,1.15,1.2942179105544784,-1.15,0.47198758164566434,0.33864273073929824,0.1,0.4,0.3833333333333333,0.4314059701848262,0.0
Explanation of normal forms(3),10,10,1.0,0.09252669039145911,0.02777777777777779,-0.0869565217391306,1.4,1.5968719422671311,-1.4,0.3397604427680557,0.3321055820775357,0.0,0.6,0.4666666666666666,0.5322906474223771,0.0
Use of example(2),10,10,1.0,0.04339250493096647,0.02877697841726623,0.012345679012345623,1.35,1.5572411502397436,-1.35,0.23236555852564186,0.2624997436527193,0.2,0.4,0.675,0.7786205751198718,0.0
Clear and organized writing(2),10,10,1.0,0.0,0.0,0.0,0.3799999952316284,0.46260133200262804,-0.27999999523162844,,,0.3,1.0,0.1899999976158142,0.23130066600131402,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,0.0
Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,-0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.0,0.0,0.0,0.8888888888888888,1.0540925533894598,-0.6666666666666666,,,0.2222222222222222,0.8888888888888888,0.2222222222222222,0.26352313834736496,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,1.1111111111111112,1.3333333333333333,-1.1111111111111112,,,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.4,0.4,0.4,0.3333333333333333,0.5773502691896257,-0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
