criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Correct identification of keys in given relation (2),6,6,1.0,-0.3783783783783783,-0.10526315789473673,0.1428571428571429,0.5833333333333334,0.8416254115301732,-0.08333333333333333,-0.7592566023652967,-0.7071067811865477,0.5,0.8333333333333334,0.2916666666666667,0.4208127057650866,0.0
Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
Definition of Method Overloading,5,5,1.0,0.14141414141414144,0.10256410256410253,0.11764705882352944,1.4,1.8439088914585775,1.4,0.51604684654214,0.5590169943749475,0.4,0.4,0.35,0.4609772228646444,0.0
Definition of Method Overriding,5,5,1.0,0.03100775193798455,0.017094017094017144,0.0,2.3,2.5,2.3,0.25,0.25,0.0,0.2,0.575,0.625,0.0
Comparision,5,5,1.0,0.2857142857142857,0.16666666666666663,0.09090909090909094,1.2,1.4142135623730951,-0.4,0.5270462766947296,0.3227486121839514,0.2,0.6,0.3,0.3535533905932738,0.0
Example / Application,13,13,1.0,0.21168687982359424,0.12868632707774796,0.0,1.9230769230769231,2.0568833780186058,1.3076923076923077,0.6172133998483678,0.6172133998483676,0.0,0.3076923076923077,0.4807692307692308,0.5142208445046514,0.0
Definition of Data Mining,8,8,1.0,0.7777777777777778,0.6,0.41463414634146345,0.375,0.6123724356957945,-0.375,0.8682431421244591,0.6573757351339165,0.625,1.0,0.09375,0.15309310892394862,0.0
KDD Process Steps,8,8,1.0,0.5737704918032787,0.34545454545454546,0.05084745762711862,1.125,1.2747548783981961,-0.625,0.7977240352174655,0.8067473868280244,0.125,0.75,0.28125,0.31868871959954903,0.0
Importance of Data Mining Marks=(4),8,8,1.0,-0.011494252873563315,-0.02127659574468077,0.01754385964912286,1.5,1.6583123951777,1.0,-0.03724194613619293,0.08671099695241201,0.125,0.375,0.375,0.414578098794425,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.11940298507462688,0.024390243902439046,-0.06382978723404276,1.6,1.7175564037317668,-1.6,0.5063696835418333,0.5103103630798288,0.0,0.4,0.5333333333333333,0.5725188012439223,0.0
Explanation of normal forms(3),10,10,1.0,0.0,0.0,0.0,1.3,1.51657508881031,-1.3,,,0.1,0.4,0.4333333333333334,0.5055250296034367,0.0
Use of example(2),10,10,1.0,-0.10389610389610393,-0.0714285714285714,-0.05263157894736836,1.05,1.1291589790636214,-0.65,-0.229290061040605,-0.2993197378787078,0.0,0.6,0.525,0.5645794895318107,0.0
Clear and organized writing(2),10,10,1.0,0.30519480519480524,0.09523809523809523,-0.06060606060606055,0.3799999952316284,0.46260133200262804,-0.1799999952316284,0.34111750591986845,0.1824662495644124,0.3,1.0,0.1899999976158142,0.23130066600131402,0.0
Definition of Quantization,3,3,1.0,-2.220446049250313e-16,0.2499999999999999,0.4999999999999999,0.3333333333333333,0.5773502691896257,-0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
Purpose of Quantization,3,3,1.0,0.0,0.0,0.0,0.8333333333333334,0.8660254037844386,-0.8333333333333334,,,0.0,1.0,0.3333333333333333,0.34641016151377546,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.21052631578947356,0.18181818181818177,0.1428571428571429,0.5,0.6454972243679028,-0.5,0.49999999999999994,0.5000000000000001,0.3333333333333333,1.0,0.19999999999999998,0.2581988897471611,0.0
Boundary & Centroid Conditions,3,3,1.0,0.7272727272727273,0.5714285714285714,0.3999999999999999,0.16666666666666666,0.28867513459481287,-0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,2.0,2.0,2.0,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.1333333333333333,0.0,0.0,1.25,1.2747548783981961,1.25,1.0,0.9999999999999999,0.0,0.5,0.41666666666666663,0.42491829279939874,0.0
Enables comparison between models and overfitting issues,2,2,1.0,,,,1.5,1.5,1.5,,,0.0,0.0,0.5,0.5,0.0
Identification of Layers (2 Marks),9,9,1.0,0.0,0.0,0.0,0.3888888888888889,0.44095855184409843,-0.3888888888888889,,,0.2222222222222222,1.0,0.19444444444444445,0.22047927592204922,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.06896551724137923,0.08695652173913038,0.10000000000000009,0.7777777777777778,1.0,-0.5555555555555556,0.14433756729740643,0.15075567228888181,0.3333333333333333,0.8888888888888888,0.19444444444444445,0.25,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.3888888888888889,,,0.0,0.7777777777777778,0.3611111111111111,0.4166666666666667,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.07476635514018681,0.037735849056603765,0.0,0.4722222222222222,0.47871355387816905,-0.1388888888888889,0.2500000000000001,0.25,0.0,1.0,0.4722222222222222,0.47871355387816905,0.0
Clarity & Organization (1 Mark),9,9,1.0,-0.1118881118881121,-0.06779661016949179,0.0,0.5833333333333334,0.6066758241067098,0.3055555555555556,-0.3162277660168379,-0.31622776601683794,0.0,1.0,0.5833333333333334,0.6066758241067098,0.0
