criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
Comparision,5,5,1.0,0.0,0.0,0.0,1.2,1.5491933384829668,0.0,,,0.2,0.8,0.3,0.3872983346207417,0.0
Example / Application,13,13,1.0,0.12812812812812802,0.08355091383812019,-0.024242424242424176,2.076923076923077,2.2702083943651856,1.4615384615384615,0.33866700533384136,0.40061680838488767,0.0,0.3076923076923077,0.5192307692307693,0.5675520985912964,0.0
Definition of Data Mining,8,8,1.0,-0.04761904761904767,0.16666666666666663,0.3142857142857143,0.625,1.1726039399558574,0.375,-0.06666666666666665,0.12344267996967351,0.625,0.875,0.15625,0.29315098498896436,0.0
KDD Process Steps,8,8,1.0,0.4666666666666667,0.3191489361702128,0.05882352941176472,1.0,1.3228756555322954,0.25,0.6652673486360878,0.6065769825774621,0.25,0.875,0.25,0.33071891388307384,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.11926605504587151,0.09433962264150941,0.05084745762711862,1.5,1.7320508075688772,1.25,0.33073420335460985,0.17770466332772772,0.125,0.5,0.375,0.4330127018922193,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.3783783783783784,0.1071428571428571,-0.04651162790697683,1.0,1.0723805294763609,-1.0,0.8249579113843055,0.7559289460184544,0.1,0.8,0.33333333333333337,0.35746017649212036,0.0
Explanation of normal forms(3),10,10,1.0,0.6387832699619772,0.4943820224719101,0.33333333333333337,0.45,0.689202437604511,-0.45,0.7586061162026079,0.7897384115351608,0.5,0.9,0.15,0.2297341458681704,0.0
Use of example(2),10,10,1.0,0.26294820717131473,0.15000000000000002,-0.030927835051546504,0.85,0.9617692030835673,-0.65,0.45635689750476227,0.515539262226467,0.0,0.7,0.425,0.48088460154178364,0.0
Clear and organized writing(2),10,10,1.0,0.6354515050167224,0.41025641025641024,0.16666666666666663,0.22999999523162842,0.33015147605148953,-0.02999999523162842,0.6399809995322016,0.7374285681282449,0.5,1.0,0.11499999761581421,0.16507573802574477,0.0
Definition of Quantization,3,3,1.0,-0.5000000000000002,-0.5000000000000002,-0.5,0.3333333333333333,0.408248290463863,0.0,-0.49999999999999994,-0.5000000000000001,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
Purpose of Quantization,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.7071067811865476,-0.6666666666666666,,,0.0,1.0,0.26666666666666666,0.282842712474619,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,-0.2857142857142858,-0.20000000000000018,-0.125,0.6666666666666666,0.7071067811865476,-0.3333333333333333,-0.49999999999999994,-0.5000000000000001,0.0,1.0,0.26666666666666666,0.28284271247461906,0.0
Boundary & Centroid Conditions,3,3,1.0,0.3999999999999999,0.2499999999999999,0.1428571428571428,0.3333333333333333,0.408248290463863,0.0,0.5,0.5000000000000001,0.3333333333333333,1.0,0.13333333333333333,0.16329931618554522,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,2.0,2.0,2.0,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.1333333333333333,0.0,0.0,1.25,1.2747548783981961,1.25,1.0,0.9999999999999999,0.0,0.5,0.41666666666666663,0.42491829279939874,0.0
Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,1.0,1.118033988749895,1.0,,,0.0,0.5,0.3333333333333333,0.37267799624996495,0.0
Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.5384615384615384,0.4,0.2941176470588235,0.4444444444444444,0.6666666666666666,-0.2222222222222222,0.6390096504226936,0.6674238124719146,0.5555555555555556,1.0,0.1111111111111111,0.16666666666666666,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.3888888888888889,,,0.0,0.7777777777777778,0.3611111111111111,0.4166666666666667,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.11764705882352955,0.06896551724137945,0.0,0.5,0.5270462766947299,-0.2777777777777778,0.316227766016838,0.31622776601683794,0.0,1.0,0.5,0.5270462766947299,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.0,0.0,0.0,0.5833333333333334,0.6291528696058958,0.4166666666666667,,,0.0,1.0,0.5833333333333334,0.6291528696058958,0.0
