criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Clarity & Presentation,10,10,1.0,-0.18181818181818188,-0.125,-0.07692307692307687,0.9,1.140175425099138,-0.7,-0.33333333333333337,-0.3187276291558383,0.3,0.8,0.225,0.2850438562747845,0.0
Concept of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
Concept of Histogram Matching,4,4,1.0,0.0,0.0,0.0,0.75,1.118033988749895,0.75,,,0.5,0.75,0.1875,0.2795084971874737,0.0
Necessity of Histogram Matching,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
Understanding of schema and instance (2),6,6,1.0,0.1428571428571428,0.09999999999999987,0.0625,0.5,0.5773502691896257,0.3333333333333333,0.24999999999999994,0.25000000000000006,0.16666666666666666,1.0,0.25,0.28867513459481287,0.0
Explanation of different types of keys with examples (4),6,6,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16666666666666666,0.408248290463863,-0.16666666666666666,0.6324555320336759,0.632455532033676,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
Correct identification of keys in given relation (2),6,6,1.0,0.47058823529411753,0.3076923076923076,0.18181818181818177,0.5,0.7071067811865476,0.5,0.6859943405700353,0.6708203932499369,0.5,1.0,0.25,0.3535533905932738,0.0
Clear and organized writing (2),6,6,1.0,-0.15384615384615397,-0.125,-0.09090909090909105,0.5,0.6454972243679028,0.0,-0.15811388300841897,-0.11180339887498951,0.3333333333333333,1.0,0.25,0.3227486121839514,0.0
Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
Comparision,5,5,1.0,0.0,0.0,0.0,1.2,1.5491933384829668,0.0,,,0.2,0.8,0.3,0.3872983346207417,0.0
Example / Application,13,13,1.0,0.5687203791469194,0.36585365853658536,0.08450704225352113,1.2307692307692308,1.4675987714106855,0.6153846153846154,0.7001400420140047,0.8618916073713346,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.3668996928526714,0.0
Definition of Data Mining,8,8,1.0,0.8666666666666667,0.7333333333333334,0.5789473684210527,0.25,0.5,0.0,0.8666666666666665,0.6499999999999999,0.75,1.0,0.0625,0.125,0.0
KDD Process Steps,8,8,1.0,0.808,0.5384615384615384,0.09433962264150941,0.75,0.8660254037844386,-0.25,0.9060938341128382,0.9144087208387989,0.25,1.0,0.1875,0.21650635094610965,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.1910112359550562,0.13043478260869568,0.12727272727272732,1.25,1.5,0.75,0.2682242289443305,0.3441236008058427,0.25,0.5,0.3125,0.375,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.1839080459770115,0.03100775193798455,-0.0869565217391306,1.25,1.3322912594474228,-1.25,0.6859943405700353,0.7095748751868992,0.0,0.6,0.4166666666666667,0.4440970864824743,0.0
Explanation of normal forms(3),10,10,1.0,0.5312310491206793,0.22115384615384615,-0.17647058823529416,0.8099999999999999,0.8792041856133307,-0.61,0.686718637516936,0.843104631890299,0.0,0.9,0.27,0.2930680618711102,0.0
Use of example(2),10,10,1.0,0.4268774703557312,0.21052631578947367,0.04761904761904767,0.75,0.85146931829632,-0.55,0.5868871866114016,0.7006921796174755,0.2,1.0,0.375,0.42573465914816,0.0
Clear and organized writing(2),10,10,1.0,-0.18884120171673824,0.044117647058823484,0.25,0.5200000047683716,0.7443117639184194,0.5200000047683716,-0.48780609666717417,-0.46126560401444255,0.4,0.9,0.2600000023841858,0.3721558819592097,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
Purpose of Quantization,3,3,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.19999999999999996,0.19999999999999996,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.19999999999999998,0.2,0.0
Boundary & Centroid Conditions,3,3,1.0,-0.36363636363636376,-0.28571428571428603,-0.20000000000000018,0.5,0.6454972243679028,-0.16666666666666666,-0.5,-0.5000000000000001,0.3333333333333333,1.0,0.20000000000000004,0.25819888974716115,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,2.0,2.0,2.0,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.1333333333333333,0.0,0.0,1.25,1.2747548783981961,1.25,1.0,0.9999999999999999,0.0,0.5,0.41666666666666663,0.42491829279939874,0.0
Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,1.0,1.118033988749895,1.0,,,0.0,0.5,0.3333333333333333,0.37267799624996495,0.0
Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.4444444444444444,0.2857142857142857,0.16666666666666663,0.5555555555555556,0.7453559924999299,-0.3333333333333333,0.5773502691896257,0.6030226891555273,0.4444444444444444,1.0,0.1388888888888889,0.18633899812498247,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.0,0.0,0.0,0.7222222222222222,0.8333333333333334,0.3888888888888889,,,0.0,0.7777777777777778,0.3611111111111111,0.4166666666666667,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.5,0.5,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.030674846625766916,0.019607843137254943,0.0,0.5555555555555556,0.5925462944877059,0.36666666666666664,0.15811388300841883,-0.05,0.0,1.0,0.5555555555555556,0.5925462944877059,0.0
