criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Definition of Method Overloading,5,5,1.0,0.161849710982659,0.0,-0.19047619047619047,2.2,2.4083189157584592,2.2,0.8427009716003843,0.9128709291752769,0.0,0.4,0.55,0.6020797289396148,0.0
Definition of Method Overriding,5,5,1.0,0.03686635944700456,0.0,0.0,3.1,3.2326459750489227,3.1,0.408248290463863,0.408248290463863,0.0,0.0,0.775,0.8081614937622307,0.0
Comparision,5,5,1.0,0.0,0.0,0.0,1.0,1.8439088914585775,1.0,,,0.6,0.8,0.25,0.4609772228646444,0.0
Example / Application,13,13,1.0,0.7474560592044404,0.689419795221843,0.5411764705882353,0.5384615384615384,1.270977818604485,0.07692307692307693,0.7498162620320795,0.7673122675560641,0.7692307692307693,0.8461538461538461,0.1346153846153846,0.3177444546511213,0.0
Definition of Data Mining,8,8,1.0,0.6842105263157895,0.5555555555555556,0.4285714285714286,0.5,0.8660254037844386,-0.5,0.7700535410868201,0.7606388292556648,0.625,0.875,0.125,0.21650635094610965,0.0
KDD Process Steps,8,8,1.0,0.9318181818181819,0.7931034482758621,0.5,0.375,0.6123724356957945,0.125,0.9344767269690312,0.9207368843792509,0.625,1.0,0.09375,0.15309310892394862,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.689922480620155,0.4893617021276596,0.28888888888888886,0.75,1.118033988749895,-0.25,0.713646139246883,0.5735393346764045,0.5,0.75,0.1875,0.2795084971874737,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.47619047619047616,0.2857142857142857,0.13043478260869557,0.45,0.5244044240850758,-0.05,0.5646924393157821,0.5303300858899107,0.2,1.0,0.15,0.17480147469502527,0.0
Explanation of normal forms(3),10,10,1.0,0.691358024691358,0.45945945945945943,0.1954022988505747,0.4,0.5,0.1,0.8224628936244653,0.833585396052301,0.3,1.0,0.13333333333333336,0.16666666666666669,0.0
Use of example(2),10,10,1.0,0.5454545454545454,0.3571428571428571,0.17647058823529416,0.45,0.570087712549569,-0.05,0.8238415256818213,0.8510392896474794,0.3,1.0,0.225,0.2850438562747845,0.0
Clear and organized writing(2),10,10,1.0,0.5578947368421052,0.4,0.2592592592592593,0.1799999952316284,0.2898275299880556,0.12000000476837158,0.7196412234211267,0.6590881300103707,0.6,1.0,0.0899999976158142,0.1449137649940278,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.5,0.5,0.5,,,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Enables comparison between models and overfitting issues,2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.3571428571428571,0.18181818181818177,0.052631578947368474,0.6666666666666666,0.816496580927726,-0.4444444444444444,0.5455447255899807,0.5698028822981898,0.3333333333333333,1.0,0.16666666666666666,0.2041241452319315,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.320754716981132,0.25,0.18181818181818177,0.6666666666666666,0.9428090415820634,0.0,0.3254818219536804,0.33333333333333337,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.4714045207910317,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.7559289460184545,0.7559289460184544,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.1111111111111111,0.3333333333333333,-0.1111111111111111,0.7559289460184544,0.7559289460184544,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
