criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Clarity & Presentation,10,10,1.0,0.032258064516129004,0.09090909090909094,0.1428571428571429,0.8,1.0954451150103321,-0.8,0.06804138174397721,0.040662503039522215,0.4,0.8,0.2,0.27386127875258304,0.0
Concept of Histogram Equalization,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,1.5,1.5811388300841898,1.5,,,0.0,0.5,0.375,0.39528470752104744,0.0
Concept of Histogram Matching,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
Necessity of Histogram Matching,4,4,1.0,0.125,0.0,-0.1428571428571428,1.25,1.3228756555322954,1.25,0.5773502691896258,0.5773502691896257,0.0,0.75,0.3125,0.33071891388307384,0.0
Understanding of schema and instance (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
Correct identification of keys in given relation (2),6,6,1.0,0.0,0.0,0.0,0.8333333333333334,1.0801234497346435,0.8333333333333334,,,0.3333333333333333,0.8333333333333334,0.4166666666666667,0.5400617248673217,0.0
Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
Comparision,5,5,1.0,-0.15384615384615374,-0.06060606060606055,0.04761904761904767,1.4,1.7320508075688772,-0.2,-0.32274861218395134,-0.3952847075210474,0.2,0.6,0.35,0.4330127018922193,0.0
Example / Application,13,13,1.0,0.5517241379310345,0.36585365853658536,0.052980132450331285,1.2307692307692308,1.5191090506254998,0.6153846153846154,0.6593804733957869,0.6671905698254519,0.15384615384615385,0.7692307692307693,0.3076923076923077,0.37977726265637496,0.0
Definition of Data Mining,8,8,1.0,0.7142857142857143,0.5555555555555556,0.368421052631579,0.5,0.8660254037844386,0.0,0.7453559924999298,0.6900655593423541,0.625,0.875,0.125,0.21650635094610965,0.0
KDD Process Steps,8,8,1.0,0.8028169014084507,0.6153846153846154,0.33333333333333337,0.625,0.9354143466934853,-0.125,0.8292279828967709,0.7844645405527362,0.5,0.875,0.15625,0.23385358667337133,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.7114427860696517,0.5056179775280899,0.23076923076923073,0.6875,0.9519716382329886,0.4375,0.7607997567822271,0.8421052631578949,0.375,0.875,0.171875,0.23799290955824715,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.29268292682926833,0.09638554216867468,0.024390243902438935,0.75,0.85146931829632,-0.65,0.5270462766947298,0.5270462766947299,0.2,1.0,0.25000000000000006,0.28382310609877337,0.0
Explanation of normal forms(3),10,10,1.0,0.2659279778393352,0.22018348623853212,0.1358024691358024,0.85,1.1510864433221337,-0.85,0.4470390049816901,0.47338106833115084,0.3,0.7,0.2833333333333333,0.38369548110737794,0.0
Use of example(2),10,10,1.0,0.11262798634812288,0.08256880733944949,0.042553191489361764,1.0,1.140175425099138,-0.8,0.23236555852564186,0.2624997436527193,0.1,0.5,0.5,0.570087712549569,0.0
Clear and organized writing(2),10,10,1.0,0.0897959183673469,0.05684754521963831,0.01098901098901095,0.7299999952316284,0.8179241942883424,-0.6299999952316284,0.19914600504222368,0.18831089428867734,0.1,0.9,0.3649999976158142,0.4089620971441712,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
Purpose of Quantization,3,3,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.19999999999999996,0.19999999999999996,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.19999999999999998,0.2,0.0
Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.8333333333333334,0.9574271077563381,-0.8333333333333334,,,0.0,0.6666666666666666,0.3333333333333333,0.3829708431025352,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,1.0,1.0,1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.6666666666666667,0.5,0.33333333333333337,0.25,0.3535533905932738,0.25,1.0,0.9999999999999999,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.5,0.5,0.0,,,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0
Identification of Layers (2 Marks),9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.4545454545454545,0.25,0.07692307692307687,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.7216878364870323,0.6030226891555273,0.5555555555555556,1.0,0.1111111111111111,0.16666666666666666,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.2568807339449539,0.11764705882352933,0.0,0.5555555555555556,0.7071067811865476,0.1111111111111111,0.342381191631163,0.4525375668749575,0.3333333333333333,1.0,0.2777777777777778,0.3535533905932738,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.43243243243243235,0.27586206896551735,0.16000000000000003,0.3888888888888889,0.44095855184409843,-0.2777777777777778,0.7559289460184545,0.7559289460184544,0.2222222222222222,1.0,0.3888888888888889,0.44095855184409843,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.13289036544850497,0.08163265306122447,0.0,0.5,0.5385164807134505,0.30000000000000004,0.3162277660168379,0.31622776601683794,0.0,1.0,0.5,0.5385164807134505,0.0
