criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Correct identification of keys in given relation (2),6,6,1.0,0.47058823529411753,0.3076923076923076,0.18181818181818177,0.5,0.7071067811865476,0.5,0.6859943405700353,0.6708203932499369,0.5,1.0,0.25,0.3535533905932738,0.0
Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
Definition of Method Overloading,5,5,1.0,0.39252336448598135,0.3589743589743589,0.33333333333333337,1.0,1.61245154965971,1.0,0.51604684654214,0.5590169943749475,0.6,0.6,0.25,0.4031128874149275,0.0
Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
Comparision,5,5,1.0,0.16326530612244894,0.15384615384615385,0.16666666666666674,2.2,2.8635642126552705,-2.2,0.32274861218395134,0.3952847075210474,0.4,0.4,0.55,0.7158910531638176,0.0
Example / Application,13,13,1.0,0.8059701492537313,0.8059701492537313,0.8059701492537313,0.3076923076923077,1.1094003924504583,-0.3076923076923077,0.8215838362577492,0.8215838362577491,0.9230769230769231,0.9230769230769231,0.07692307692307693,0.2773500981126146,0.0
Definition of Data Mining,8,8,1.0,0.7,0.5555555555555556,0.4,0.5,0.8660254037844386,-0.25,0.7378647873726218,0.6620374995373379,0.625,0.875,0.125,0.21650635094610965,0.0
KDD Process Steps,8,8,1.0,0.864406779661017,0.7192982456140351,0.4782608695652174,0.5,0.8660254037844386,0.25,0.8742857142857143,0.8945302703857816,0.625,0.875,0.125,0.21650635094610965,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.8195488721804511,0.6799999999999999,0.5,0.5,0.8660254037844386,0.25,0.8517444716879506,0.872660122004214,0.625,0.875,0.125,0.21650635094610965,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.6086956521739131,0.4444444444444444,0.2857142857142857,0.35,0.4743416490252569,-0.05,0.6662136141735209,0.6381371265238076,0.4,1.0,0.11666666666666665,0.15811388300841897,0.0
Explanation of normal forms(3),10,10,1.0,0.7933884297520661,0.5754716981132075,0.2405063291139241,0.45,0.6123724356957945,-0.45,0.9207153597283315,0.9276516547284609,0.4,1.0,0.15,0.2041241452319315,0.0
Use of example(2),10,10,1.0,0.9595141700404858,0.875,0.6825396825396826,0.1,0.22360679774997896,-0.1,0.9674758904283951,0.9424256455914298,0.8,1.0,0.05,0.11180339887498948,0.0
Clear and organized writing(2),10,10,1.0,0.10426540284360186,0.10810810810810811,0.11764705882352944,0.32999999523162843,0.43474129361104596,-0.22999999523162842,0.19914600504222374,0.18831089428867734,0.4,1.0,0.16499999761581421,0.21737064680552298,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,,,,1.0,1.0,-1.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Enables comparison between models and overfitting issues,2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.55,0.5135135135135136,0.49056603773584906,0.4444444444444444,0.816496580927726,-0.4444444444444444,0.6350852961085883,0.6277225454255997,0.6666666666666666,0.8888888888888888,0.1111111111111111,0.2041241452319315,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.3305785123966942,0.20253164556962022,0.06896551724137934,0.7777777777777778,1.0,-0.3333333333333333,0.36563621206356534,0.378489059622558,0.3333333333333333,0.8888888888888888,0.3888888888888889,0.5,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.5,0.5,0.5,0.2222222222222222,0.4714045207910317,0.0,0.5,0.5,0.7777777777777778,1.0,0.2222222222222222,0.4714045207910317,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.3076923076923077,0.3076923076923076,0.3076923076923076,0.3333333333333333,0.5773502691896257,0.1111111111111111,0.3162277660168379,0.31622776601683794,0.6666666666666666,1.0,0.3333333333333333,0.5773502691896257,0.0
