criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Correct identification of keys in given relation (2),6,6,1.0,0.47058823529411753,0.3076923076923076,0.18181818181818177,0.5,0.7071067811865476,0.5,0.6859943405700353,0.6708203932499369,0.5,1.0,0.25,0.3535533905932738,0.0
Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
Definition of Method Overloading,5,5,1.0,0.161849710982659,0.0,-0.19047619047619047,2.2,2.4083189157584592,2.2,0.8427009716003843,0.9128709291752769,0.0,0.4,0.55,0.6020797289396148,0.0
Definition of Method Overriding,5,5,1.0,-0.041450777202072464,0.0,0.0,2.9,3.170173496829472,2.9,-0.40824829046386296,-0.408248290463863,0.0,0.2,0.725,0.792543374207368,0.0
Comparision,5,5,1.0,0.0,0.0,0.0,3.0,3.3763886032268267,-3.0,,,0.2,0.2,0.75,0.8440971508067067,0.0
Example / Application,13,13,1.0,0.6032315978456014,0.563758389261745,0.5411764705882353,0.7692307692307693,1.6172150801252798,0.15384615384615385,0.6058392513710817,0.6405884289881729,0.7692307692307693,0.7692307692307693,0.19230769230769232,0.40430377003131995,0.0
Definition of Data Mining,8,8,1.0,0.8285714285714285,0.6363636363636364,0.3846153846153846,0.375,0.6123724356957945,0.125,0.8424396959724838,0.7171371656006362,0.625,1.0,0.09375,0.15309310892394862,0.0
KDD Process Steps,8,8,1.0,0.7634408602150538,0.6551724137931034,0.4666666666666667,0.625,1.1726039399558574,0.375,0.7828713419163591,0.7703288865196434,0.625,0.875,0.15625,0.29315098498896436,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.3555555555555555,0.2666666666666667,0.020408163265306145,1.375,1.9039432764659772,0.875,0.4372498751553574,0.26315789473684215,0.25,0.75,0.34375,0.4759858191164943,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.6060606060606061,0.4155844155844156,0.2222222222222222,0.45,0.570087712549569,-0.45,0.8380019039424889,0.8221083073205848,0.3,1.0,0.15,0.190029237516523,0.0
Explanation of normal forms(3),10,10,1.0,0.7727272727272727,0.625,0.45945945945945954,0.3,0.5,-0.3,0.8603873508150983,0.8957816137226321,0.6,1.0,0.1,0.16666666666666669,0.0
Use of example(2),10,10,1.0,0.3939393939393939,0.20454545454545459,0.03614457831325313,0.7,0.8366600265340756,-0.4,0.47244209270135834,0.4385199443606496,0.2,0.9,0.35,0.4183300132670378,0.0
Clear and organized writing(2),10,10,1.0,0.2947368421052632,0.06666666666666665,-0.11111111111111094,0.27999999523162844,0.36606010044660325,0.12000000476837158,0.38018781309297256,0.282466341433016,0.4,1.0,0.13999999761581422,0.18303005022330163,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.27586206896551724,0.08695652173913038,-0.050000000000000044,0.7777777777777778,0.8819171036881969,-0.5555555555555556,0.5773502691896258,0.6030226891555273,0.2222222222222222,1.0,0.19444444444444445,0.22047927592204922,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.4545454545454545,0.3571428571428571,0.2499999999999999,0.6666666666666666,0.9428090415820634,-0.4444444444444444,0.5330017908890261,0.5367450401216932,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.4714045207910317,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.1111111111111111,0.3333333333333333,-0.1111111111111111,0.7905694150420949,0.7905694150420948,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.7905694150420948,0.7905694150420948,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
