criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
Clarity & Presentation,10,10,1.0,-0.12456747404844282,-0.14130434782608692,-0.11111111111111116,1.05,1.2747548783981961,-0.75,-0.20751433915982245,-0.23674493952985348,0.2,0.7,0.2625,0.31868871959954903,0.0
Concept of Histogram Equalization,4,4,1.0,0.35,0.0,-0.33333333333333326,0.875,0.9013878188659973,0.375,0.4061811972299617,0.38888888888888895,0.0,1.0,0.21875,0.22534695471649932,0.0
Necessity of Histogram Equalization,4,4,1.0,0.1132075471698113,0.0,-0.1428571428571428,1.625,1.713913650100261,1.625,0.5773502691896257,0.5773502691896257,0.0,0.25,0.40625,0.42847841252506524,0.0
Concept of Histogram Matching,4,4,1.0,0.25,0.06666666666666665,-0.06666666666666665,0.875,0.9682458365518543,0.125,0.25482359571881275,0.316227766016838,0.0,0.75,0.21875,0.24206145913796356,0.0
Necessity of Histogram Matching,4,4,1.0,0.1132075471698113,0.0,-0.1428571428571428,1.625,1.713913650100261,1.625,0.5773502691896257,0.5773502691896257,0.0,0.25,0.40625,0.42847841252506524,0.0
Understanding of schema and instance (2),6,6,1.0,0.12903225806451624,0.0,-0.12499999999999978,1.1666666666666667,1.224744871391589,-1.1666666666666667,0.6324555320336758,0.632455532033676,0.0,0.8333333333333334,0.5833333333333334,0.6123724356957945,0.0
Explanation of different types of keys with examples (4),6,6,1.0,0.07692307692307676,-2.220446049250313e-16,-0.07142857142857162,1.0,1.1547005383792515,-1.0,0.2499999999999999,0.25000000000000006,0.16666666666666666,0.8333333333333334,0.25,0.28867513459481287,0.0
Correct identification of keys in given relation (2),6,6,1.0,0.23529411764705876,0.16666666666666663,0.06250000000000011,0.8333333333333334,1.0408329997330663,-0.6666666666666666,0.34299717028501775,0.33541019662496846,0.16666666666666666,0.8333333333333334,0.4166666666666667,0.5204164998665332,0.0
Clear and organized writing (2),6,6,1.0,0.3265306122448979,0.08695652173913038,-0.07142857142857162,0.5833333333333334,0.67700320038633,-0.4166666666666667,0.4417261042993862,0.4264014327112209,0.16666666666666666,1.0,0.2916666666666667,0.338501600193165,0.0
Definition of Method Overloading,5,5,1.0,-0.06060606060606055,-0.11111111111111116,-0.0869565217391306,1.6,1.6733200530681511,0.8,-0.14744195615489708,0.0,0.0,0.4,0.4,0.4183300132670378,0.0
Definition of Method Overriding,5,5,1.0,-0.24489795918367352,-0.1643835616438356,0.0,1.7,1.746424919657298,1.1,-0.6123724356957945,-0.6123724356957945,0.0,0.2,0.425,0.4366062299143245,0.0
Comparision,5,5,1.0,0.5833333333333333,0.375,0.13043478260869557,1.2,1.4142135623730951,-1.2,0.922330984215777,0.7499999999999999,0.2,0.6,0.3,0.3535533905932738,0.0
Example / Application,13,13,1.0,0.5275908479138627,0.33447098976109224,0.12030075187969913,1.1538461538461537,1.4411533842457842,0.07692307692307693,0.6338562626601718,0.6433623351888286,0.3076923076923077,0.5384615384615384,0.28846153846153844,0.36028834606144605,0.0
Definition of Data Mining,8,8,1.0,0.4736842105263158,0.23809523809523814,-0.03703703703703698,1.0,1.118033988749895,-1.0,0.8783100656536798,0.8499999999999999,0.125,0.875,0.25,0.2795084971874737,0.0
KDD Process Steps,8,8,1.0,0.620253164556962,0.4098360655737705,0.1724137931034483,1.125,1.3693063937629153,-1.125,0.9563820714895626,0.8770580193070292,0.25,0.625,0.28125,0.3423265984407288,0.0
Importance of Data Mining Marks=(4),8,8,1.0,0.2615384615384615,0.25,0.23809523809523814,0.75,1.224744871391589,-0.25,0.34927410705250356,0.5491696473652761,0.5,0.875,0.1875,0.30618621784789724,0.0
Understanding of normalization and related problems(3),10,10,1.0,0.026905829596412523,0.0,0.0,2.25,2.329162939770423,-2.25,0.35355339059327373,0.3464674335917916,0.0,0.0,0.7500000000000001,0.7763876465901411,0.0
Explanation of normal forms(3),10,10,1.0,0.0,0.0,0.0,1.8,1.9621416870348585,-1.8,,,0.0,0.3,0.6,0.6540472290116194,0.0
Use of example(2),10,10,1.0,-0.05566218809980805,-0.05633802816901401,-0.09756097560975618,1.5,1.6583123951777,-1.4,-0.6126001088403286,-0.5249994873054386,0.1,0.3,0.75,0.82915619758885,0.0
Clear and organized writing(2),10,10,1.0,0.02826267664172899,0.05102040816326525,0.01098901098901095,0.9299999952316285,1.0812030279287208,-0.9299999952316285,0.1025903596939132,-0.04348853820356281,0.1,0.5,0.46499999761581423,0.5406015139643604,0.0
Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
Purpose of Quantization,3,3,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.19999999999999996,0.19999999999999996,0.0
Max-Lloyd Algorithm Explanation,3,3,1.0,-0.2857142857142858,-0.20000000000000018,-0.125,0.6666666666666666,0.7071067811865476,-0.3333333333333333,-0.49999999999999994,-0.5000000000000001,0.0,1.0,0.26666666666666666,0.28284271247461906,0.0
Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.8333333333333334,0.9574271077563381,-0.8333333333333334,,,0.0,0.6666666666666666,0.3333333333333333,0.3829708431025352,0.0
Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,1.75,1.7677669529663689,-1.75,,,0.0,0.0,0.5833333333333333,0.5892556509887896,0.0
"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,-0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,-0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
Identification of Layers (2 Marks),9,9,1.0,0.0,0.0,0.0,0.3888888888888889,0.6009252125773316,-0.3888888888888889,,,0.5555555555555556,1.0,0.19444444444444445,0.3004626062886658,0.0
Explanation of Layers with diagram (4 Marks),9,9,1.0,0.3529411764705882,0.12903225806451613,-0.09090909090909105,1.0,1.1055415967851334,-1.0,0.8660254037844385,0.9045340337332909,0.1111111111111111,0.8888888888888888,0.25,0.27638539919628335,0.0
Technical Accuracy (2 Marks),9,9,1.0,0.1686746987951807,0.1325301204819278,0.059701492537313494,0.8888888888888888,1.130388330520878,-0.7777777777777778,0.2820380374088831,0.2766416675862441,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.565194165260439,0.0
Examples/Protocols(1 Mark),9,9,1.0,0.12903225806451601,0.11764705882352944,0.10000000000000009,0.5555555555555556,0.7071067811865476,-0.5555555555555556,0.3779644730092272,0.3779644730092272,0.3333333333333333,1.0,0.5555555555555556,0.7071067811865476,0.0
Clarity & Organization (1 Mark),9,9,1.0,0.2499999999999999,0.14285714285714268,0.07692307692307687,0.4444444444444444,0.4714045207910317,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,0.4444444444444444,0.4714045207910317,0.0
